AnoParalisacao,DataParalisacao,TipoEnte,Ente,Nome,FuncaoGoverno,NumeroContrato,CNPJContratada,NomeContratada,TipoUnidade,ValorTotalContrato,ValorPagoObra,TempoParalizacao,MotivoParalisacao,DataInicioObra,StatusContrato,ClassificacaoObra,FontePrincipalRecursos,TipoParalisacao,DataUltimaAtualizacao,fonte
2008,2008-08-01T00:00:00.000,Municipal,ANGRA DOS REIS,SERV AUT ÁGUA TRAT ESGOTO ANGRA DOS REIS,SANEAMENTO,003/2004,03891159000131,Olguin Construtora Ltda,AUTARQUIA,299132.13,9787.35,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2004-07-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2009,2009-09-01T00:00:00.000,Municipal,ANGRA DOS REIS,SERV AUT ÁGUA TRAT ESGOTO ANGRA DOS REIS,SANEAMENTO,005/2008,28699106000144,"Padrão Projetos, Sistemas e Saneamento básico ltda.",AUTARQUIA,926863.17,375373.03,ACIMA DE 2 ANOS,DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS,2008-09-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2011,2011-10-01T00:00:00.000,Municipal,CARAPEBUS,PREFEITURA CARAPEBUS,URBANISMO,29/2011,08680836000196,Angemar Multicormecial e Empreendimentos LTDA,PREFEITURA,1397336.19,349307.06,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2011-07-01T00:00:00.000,RESCINDIDO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2012,2012-09-01T00:00:00.000,Municipal,DUAS BARRAS,PREFEITURA DUAS BARRAS,URBANISMO,022/2012,28621688000146,construtora construpav,PREFEITURA,643632.38,17263.58,ACIMA DE 2 ANOS,OUTRO,2012-06-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2012,2012-08-01T00:00:00.000,Municipal,SAO JOAO DA BARRA,PREFEITURA SAO JOAO DA BARRA,SANEAMENTO,CP 07-2010,08928275000100,CONSORCIO SANJOBAR MARPEM PROACQUA,PREFEITURA,10134033.36,8325318.71,ACIMA DE 2 ANOS,OUTRO,2011-02-01T00:00:00.000,PRAZO EXPIRADO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2013,2013-04-01T00:00:00.000,Municipal,MARICA,FUNDO MUN SAÚDE MARICÁ,SAÚDE,72/2013,04743744000157,DIAS E PEREIRA CONSTRUÇÕES LTDA.,FUNDO,317679.09,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2013-03-01T00:00:00.000,VIGENTE,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2013,2013-10-01T00:00:00.000,Municipal,MARICA,FUNDO MUN SAÚDE MARICÁ,SAÚDE,76/2013,11475341000130,LAX CONSTRUÇÕES E SERVIÇOS LTDA.,FUNDO,442536.97,299078.09,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2013-05-01T00:00:00.000,VIGENTE,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2013,2013-10-31T00:00:00.000,Municipal,SAO JOAO DE MERITI,PREFEITURA SAO JOAO DE MERITI,EDUCAÇÃO,084/2011,00615133000172,Crater Construções LTDA.,PREFEITURA,5426199.82,5285491.88,ACIMA DE 2 ANOS,OUTRO,2012-04-01T00:00:00.000,VIGENTE,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2013,2013-01-01T00:00:00.000,Municipal,DUAS BARRAS,PREFEITURA DUAS BARRAS,URBANISMO,023/2012,10622695000105,ultracon construção civil,PREFEITURA,451230.97,60121.67,ACIMA DE 2 ANOS,OUTRO,2012-06-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2013,2013-05-01T00:00:00.000,Municipal,MACUCO,PREFEITURA MACUCO,SANEAMENTO,62/2012,09594456000100,CONSERVIT CONSTRUÇÃO E CONSERVAÇÃO LTDA,PREFEITURA,499015.75,248003.2,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2012-07-01T00:00:00.000,RESCINDIDO,RECURSOS HÍDRICOS – CANAIS,CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-03-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,ASSISTÊNCIA SOCIAL,29759002,10530789000146,CONSTRUTORA LMS LTDA,PREFEITURA,2212620.17,1574254.55,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2012-06-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-12-01T00:00:00.000,Municipal,NITEROI,EMPRESA INFRA E OBRAS DE NITEROI - ION,GESTÃO AMBIENTAL,52/2014,35795210000106,AGRAR CONSULTORIA E ESTUDOS TÉCNICOS S/C LTDA,EMPRESA PÚBLICA,1093221.74,76525.97,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2014-11-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-12-01T00:00:00.000,Municipal,ITAGUAI,PREFEITURA ITAGUAI,TRANSPORTE,07/2012,07792269000105,Construtora Lytorânea,PREFEITURA,4960340.39,3540704.26,ACIMA DE 2 ANOS,OUTRO,2012-09-01T00:00:00.000,PRAZO EXPIRADO,TRANSPORTE – ESTAÇÕES RODOVIÁRIAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-07-01T00:00:00.000,Municipal,NITEROI,EMPRESA INFRA E OBRAS DE NITEROI - ION,SAÚDE,20/2014,17686773000176,CONSTRUTORA PORTO REAL LTDA,EMPRESA PÚBLICA,432047.53,52186.97,ACIMA DE 2 ANOS,OUTRO,2014-06-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-12-01T00:00:00.000,Municipal,CABO FRIO,PREFEITURA CABO FRIO,URBANISMO,97/2014,33562919000128,CONSTRUTORA QUITO LTDA,PREFEITURA,1470660.15,595051.53,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2014-10-01T00:00:00.000,PRAZO EXPIRADO,"INFRAESTRUTURA TURÍSTICA, INFRAESTRUTURA URBANA – URBANIZAÇÃO",PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-08-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,DESPORTO E LAZER,046/2014,08468000000122,Souza e Peres Comércio e Representações Ltda-EPP,PREFEITURA,200799.47,20079.95,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-12-01T00:00:00.000,Municipal,MARICA,FUNDO MUN SAÚDE MARICÁ,SAÚDE,71/2013,11475341000130,LAX CONSTRUÇÕES E SERVIÇOS LTDA.,FUNDO,319845.98,111921.83,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2013-03-01T00:00:00.000,VIGENTE,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-10-01T00:00:00.000,Municipal,SEROPEDICA,FUNDO MUN SAÚDE SEROPÉDICA,SAÚDE,S/N,11609085000126,CONSTRUPORT DE ITAGUAÍ MATERIAS DE CONSTR. E EMPREITEIRA DE OBRAS LTDA,FUNDO,203589.69,59894.26,ACIMA DE 2 ANOS,"DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS, FATORES VINCULADOS À CONTRATADA",2014-07-01T00:00:00.000,PRAZO EXPIRADO,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-12-01T00:00:00.000,Municipal,ENGENHEIRO PAULO DE FRONTIN,PREFEITURA ENGENHEIRO PAULO DE FRONTIN,URBANISMO,21/2014,13375920000136,CONSTRUTORA COSTA MACIEL LTDA.,PREFEITURA,672176.66,129578.53,ACIMA DE 2 ANOS,OUTRO,2014-05-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-12-01T00:00:00.000,Municipal,ENGENHEIRO PAULO DE FRONTIN,PREFEITURA ENGENHEIRO PAULO DE FRONTIN,URBANISMO,26/2014,13375920000136,CONSTRUTORA COSTA MACIEL LTDA.,PREFEITURA,3816955.09,381741.05,ACIMA DE 2 ANOS,OUTRO,2014-06-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-12-01T00:00:00.000,Municipal,ENGENHEIRO PAULO DE FRONTIN,PREFEITURA ENGENHEIRO PAULO DE FRONTIN,ADMINISTRAÇÃO,26/2013,11060558000189,GCR PRESTAÇÃO DE SERVIÇOS LTDA.,PREFEITURA,239114.43,399726.73,ACIMA DE 2 ANOS,OUTRO,2014-04-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,PORTO REAL,PREFEITURA PORTO REAL,CULTURA,015/2011,39110879000160,EMISSÃO ENGENHARIA E CONSTRUÇÕES LTDA,PREFEITURA,7202299.51,3438360.71,ACIMA DE 2 ANOS,OUTRO,2011-05-01T00:00:00.000,PRAZO EXPIRADO,"EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS, INFRAESTRUTURA TURÍSTICA",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,064/2014,36509115000153,"MCR MANUTENÇÃO, CONSTRUÇÃO E REFORMA LTDA",PREFEITURA,137811.37,13700.82,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,063/2014,36509115000153,"MCR MANUTENÇÃO, CONSTRUÇÃO E REFORMA LTDA",PREFEITURA,119363.12,11901.43,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,065/2014,03314057000153,ENGEPRAT ENGENHARIA E SERVIÇOS LTDA,PREFEITURA,261949.16,25472.5,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-04-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,066/2014,36509115000153,"MCR MANUTENÇÃO, CONSTRUÇÃO E REFORMA LTDA",PREFEITURA,64643.1,6064.57,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,071/2014,36509115000153,"MCR MANUTENÇÃO, CONSTRUÇÃO E REFORMA LTDA",PREFEITURA,2430085.88,437828.65,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,076/2014,36509115000153,"MCR MANUTENÇÃO, CONSTRUÇÃO E REFORMA LTDA",PREFEITURA,147636.36,14459.13,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,069/2014,42159970000184,H.J.RODRIGUES MELO LTDA,PREFEITURA,884690.18,87960.2,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-09-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,070/2014,42159970000184,H.J. RODRIGUES  MELO LTDA,PREFEITURA,1215889.83,121809.2,ACIMA DE 2 ANOS,OUTRO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,068/2014,42159970000184,H.J. RODRIGUES MELO LTDA,PREFEITURA,2950940.22,295075.76,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-11-01T00:00:00.000,Municipal,TRES RIOS,PREFEITURA TRES RIOS,URBANISMO,075/2014,36509115000153,"MCR MANUTENÇÃO., CONSTRUÇÃO E REFORMA LTDA",PREFEITURA,110548.09,11075.39,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO ESTADUAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-07-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,SANEAMENTO,18/2013,27219930000197,GABIOBRA ENGENHARIA,PREFEITURA,291140.09,213611.58,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2013-12-01T00:00:00.000,VIGENTE,PREVENÇÃO EM ÁREAS DE RISCO,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2014,2014-06-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,SANEAMENTO,16/2013,27219930000197,GABIOBRA ENGENHARIA LTDA,PREFEITURA,173683.77,147318.29,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-01-01T00:00:00.000,VIGENTE,PREVENÇÃO EM ÁREAS DE RISCO,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-11-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,TRANSPORTE,05/2014,17286183000156,GRAVISA ENGENHARIA E EMPREENDIMENTO LTDA,PREFEITURA,6818100.0,4580795.36,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-03-01T00:00:00.000,VIGENTE,MOBILIDADE URBANA – VIAS URBANAS,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-06-01T00:00:00.000,Municipal,SAPUCAIA,PREFEITURA SAPUCAIA,CULTURA,012/2014,04848286000110,SENGE DE SAPUCAIA CONSTRUÇÕES LTDA,PREFEITURA,564788.56,111101.07,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-09-01T00:00:00.000,Municipal,BARRA MANSA,SERVIÇO AUT AGUA E ESGOTO BARRA MANSA,GESTÃO AMBIENTAL,039/2012,65280737000150,Construtora Sanenco Ltda.,AUTARQUIA,26461816.74,14032000.41,ACIMA DE 2 ANOS,OUTRO,2012-09-01T00:00:00.000,RESCINDIDO,"ESGOTAMENTO SANITÁRIO – REDE COLETORA, ESTAÇÕES DE TRATAMENTO E SIMILARES",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-10-01T00:00:00.000,Municipal,NITEROI,EMPRESA INFRA E OBRAS DE NITEROI - ION,URBANISMO,53/2014,31548811000155,VETORIAL ENGENHARIA,EMPRESA PÚBLICA,1707690.53,1476914.48,ACIMA DE 2 ANOS,OUTRO,2014-10-01T00:00:00.000,PRAZO EXPIRADO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-07-01T00:00:00.000,Municipal,NITEROI,FUNDAÇÃO MUN SAÚDE NITERÓI,SAÚDE,16/2014,17686773000176,CONSTRUTORA PORTO REAL LTDA .,FUNDAÇÃO,278920.33,173036.78,ACIMA DE 2 ANOS,OUTRO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-05-01T00:00:00.000,Municipal,VASSOURAS,PREFEITURA VASSOURAS,EDUCAÇÃO,49/2013,81424962000170,MVC Componentes Plásticos LTDA,PREFEITURA,1394268.1,115978.75,ACIMA DE 2 ANOS,DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS,2014-06-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-06-01T00:00:00.000,Municipal,NITEROI,EMPRESA INFRA E OBRAS DE NITEROI - ION,URBANISMO,16/2013,08491434000143,Architelier Arquitetura e Urbanismo,EMPRESA PÚBLICA,235000.0,140954.28,ACIMA DE 2 ANOS,OUTRO,2014-03-01T00:00:00.000,PRAZO EXPIRADO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-04-01T00:00:00.000,Municipal,PINHEIRAL,PREFEITURA PINHEIRAL,EDUCAÇÃO,09/2014,81424962000170,MVC - Componentes Plásticos LTDA,PREFEITURA,1393786.1,312095.36,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2014-06-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-10-01T00:00:00.000,Municipal,CARDOSO MOREIRA,PREFEITURA CARDOSO MOREIRA,DESPORTO E LAZER,114/2014,02386905000177,Construtora São Joaquim Ltda,PREFEITURA,205813.94,83159.84,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-11-01T00:00:00.000,Municipal,CARDOSO MOREIRA,PREFEITURA CARDOSO MOREIRA,ADMINISTRAÇÃO,117/2014,14663291000102,NARCIZO E SEIPEL CONSTRUÇÕES LTDA - ME,PREFEITURA,2065454.99,826997.52,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-08-01T00:00:00.000,Municipal,CARDOSO MOREIRA,PREFEITURA CARDOSO MOREIRA,ADMINISTRAÇÃO,115/2014,12403062000123,LOPES AMARAL CONSTRUÇÕES LTDA,PREFEITURA,432148.26,130295.76,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-06-01T00:00:00.000,PRAZO EXPIRADO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-10-01T00:00:00.000,Municipal,VASSOURAS,PREFEITURA VASSOURAS,DESPORTO E LAZER,022/2015,11382152000112,Construtora Esa Rio LTDA,PREFEITURA,1170000.0,3438.5,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2015-08-01T00:00:00.000,RESCINDIDO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-05-01T00:00:00.000,Municipal,MARICA,FUNDO MUN SAÚDE MARICÁ,SAÚDE,51/2014,11475341000130,LAX CONSTRUÇÕES E SERVIÇOS LTDA.,FUNDO,724745.07,163358.39,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2014-12-01T00:00:00.000,VIGENTE,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-08-01T00:00:00.000,Municipal,BOM JESUS DO ITABAPOANA,PREFEITURA BOM JESUS DO ITABAPOANA,SAÚDE,TP008/2013,12238710000133,DUISA SERVIÇOS LTDA,PREFEITURA,215386.48,138506.46,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-02-01T00:00:00.000,PRAZO EXPIRADO,NI,OUTROS RECURSOS,NI,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-04-01T00:00:00.000,Municipal,QUEIMADOS,PREFEITURA QUEIMADOS,ADMINISTRAÇÃO,13/2010,01093429000133,RGI Empreendimentos Ltda,PREFEITURA,8962359.69,8030892.42,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - SUSPENSÃO,2010-03-01T00:00:00.000,PRAZO EXPIRADO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-12-01T00:00:00.000,Municipal,PIRAI,PREFEITURA PIRAI,URBANISMO,001/2014,33841727000150,TECNOSONDA S.A.,PREFEITURA,878579.37,334046.56,ACIMA DE 2 ANOS,"REPASSE DE CONVÊNIOS - BLOQUEIO, REPASSE DE CONVÊNIOS - VALOR INFERIOR AO PROGRAMADO, REPASSE DE CONVÊNIOS - SUSPENSÃO",2014-06-01T00:00:00.000,PRAZO EXPIRADO,PREVENÇÃO EM ÁREAS DE RISCO,CONVÊNIO ESTADUAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-09-01T00:00:00.000,Municipal,CACHOEIRAS DE MACACU,PREFEITURA CACHOEIRAS DE MACACU,HABITAÇÃO,020/15,29561834000158,SILTHUR CONSTRUTORA LTDA,PREFEITURA,863057.48,297450.3,ACIMA DE 2 ANOS,CONTINGENCIAMENTO DE RECURSOS PRÓPRIOS,2015-06-01T00:00:00.000,RESCINDIDO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-08-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,DESPORTO E LAZER,050/2014,09311412000117,CAFORT DE APERIBÉ CONSTRUTORA E TRANSPORTADORA LTDA-ME,PREFEITURA,330889.15,31356.0,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2015,2015-10-01T00:00:00.000,Municipal,LAJE DO MURIAE,PREFEITURA LAJE DO MURIAE,DESPORTO E LAZER,051/2014,08468000000122,Souza e Peres Comércio e Representações Ltda-EPP,PREFEITURA,162005.44,32145.96,ACIMA DE 2 ANOS,REPASSE DE CONVÊNIOS - ATRASO,2014-07-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO ESTADUAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
